;DATOS GENERALES;DATOS GENERALES;DATOS GENERALES;DATOS GENERALES;DATOS GENERALES;UBICACIÓN;UBICACIÓN;UBICACIÓN;UBICACIÓN;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;SUPERFICIES ÚTILES INTERIORES VIVIENDAS;ÚTIL SERV.COM.;SUP. ÚTILES EXTERIORES PRIVATIVAS;SUP. ÚTILES EXTERIORES PRIVATIVAS;SUP. ÚTILES EXTERIORES PRIVATIVAS;SUP. ÚTILES EXTERIORES PRIVATIVAS;TOTAL ÚTIL VIVIENDAS;TOTAL ÚTIL VIVIENDAS;TOTAL ÚTIL VIVIENDAS;TOTAL ÚTIL VIVIENDAS;TOTAL ÚTIL VIVIENDAS;TOTAL ÚTIL VIVIENDAS;CONSTRUIDO INTERIOR. CRITERIO VPP;CONSTRUIDO INTERIOR. CRITERIO VPP;CONSTRUIDO INTERIOR. CRITERIO VPP;CONSTRUIDO INTERIOR. CRITERIO LIBRE;CONSTRUIDO INTERIOR. CRITERIO LIBRE;CONSTRUIDO INTERIOR. CRITERIO LIBRE;CONSTRUIDO REAL PRIVATIVO EXTERIOR(CRITERIO URBANÍSTICO);CONSTRUIDO REAL PRIVATIVO EXTERIOR(CRITERIO URBANÍSTICO);CONSTRUIDO REAL PRIVATIVO EXTERIOR(CRITERIO URBANÍSTICO);CONSTRUIDO REAL PRIVATIVO EXTERIOR(CRITERIO URBANÍSTICO);CONSTRUIDO REAL PRIVATIVO EXTERIOR(CRITERIO URBANÍSTICO);CONSTRUIDO REAL PRIVATIVO EXTERIOR(CRITERIO URBANÍSTICO);CONSTRUIDO TOTAL;CONSTRUIDO TOTAL;CONSTRUIDO TOTAL;PRECIOS MÁX. VIV
VIVIENDAS;Nº DORM;Nº BAÑOS;EDIFICIO;FASE;PORTAL;NIVEL;TIPO;POSICIÓN;ORIENTACIÓN;ENTRADA;DISTRIB. 1;E+C;K;E+C+K;LAV;D1;D2;D3;D4;B1;B2;TOTAL;S. SOCIAL;DESCUBIERTAS;CUBIERTAS;TOTAL2;EXT. COMP.;REAL I+E;REAL I+EXT POND 50%;CRIT.VPP;MÁX;CALIFICABLE;% PARTICIP.;NETA;Z. COMÚN/ÚTIL;NETA+ZC/ÚTIL;NETA2;ZC/C.NETA;NETA+ZC/C.NETA;COMP 100%;COMP 50%;COMP 25%;COMP 0%;TOTAL EXT REAL;TOTAL EXT COMP.;URBANÍSTICO;CRITERIO VPP;DECRETO;MÁXIMO
B3-0-C;4;2;B3;3;1;0;Esquina;Campo de Golf;Sur;0,00;4,42;0,00;0,00;32,66;0,00;14,65;10,36;8,03;8,03;4,51;3,11;85,77;0,00;173,67;11,09;184,76;5,55;270,53;178,15;91,32;90,00;90,00;0,6391%;98,42;0,00;98,42;98,42;0,00;98,42;0,00;4,44;0,00;0,00;4,44;2,22;100,64;100,64;100,64;241.477,20 €
B3-0-D;3;2;B3;3;1;0;Central;Campo de Golf;Sur;0,00;2,31;0,00;0,00;25,96;0,00;15,57;8,11;8,11;0,00;3,79;2,52;66,37;0,00;97,73;13,43;111,16;6,64;177,53;121,95;73,01;90,00;73,01;0,5185%;75,63;0,00;75,63;75,63;0,00;75,63;0,00;6,60;0,00;0,00;6,60;3,30;78,93;78,93;78,93;195.891,67 €
B3-0-E;3;2;B3;3;1;0;Central;Campo de Golf;Sur;3,81;2,48;0,00;0,00;26,64;0,00;12,52;8,26;8,26;0,00;4,55;4,80;71,32;0,00;149,24;11,17;160,41;5,59;231,73;151,53;76,91;90,00;76,91;0,5462%;82,61;0,00;82,61;82,61;0,00;82,61;0,00;5,58;0,00;0,00;5,58;2,79;85,40;85,40;85,40;206.355,68 €
B3-0-F;3;2;B3;3;1;0;Central;Campo de Golf;Sur;3,81;2,48;0,00;0,00;26,64;0,00;12,52;8,26;8,26;0,00;4,55;4,80;71,32;0,00;137,74;11,39;149,13;5,70;220,45;145,89;77,02;90,00;77,02;0,5470%;82,15;0,00;82,15;82,15;0,00;82,15;0,00;5,58;0,00;0,00;5,58;2,79;84,94;84,94;84,94;206.650,82 €
B3-0-G;4;2;B3;3;1;0;Esquina;Campo de Golf;Sur;0,00;4,42;0,00;0,00;32,66;0,00;14,65;10,36;8,03;8,03;4,51;3,11;85,77;0,00;122,75;11,03;133,78;5,52;219,55;152,66;91,29;90,00;90,00;0,6391%;98,47;0,00;98,47;98,47;0,00;98,47;0,00;4,44;0,00;0,00;4,44;2,22;100,69;100,69;100,69;241.477,20 €
B3-0-H;4;2;B3;3;1;0;Esquina;Campo de Golf;Este;0,00;4,42;0,00;0,00;32,66;0,00;14,65;10,36;8,03;8,03;4,51;3,11;85,77;0,00;99,93;11,14;111,07;5,57;196,84;141,31;91,34;90,00;90,00;0,6391%;98,63;0,00;98,63;98,63;0,00;98,63;0,00;0,00;0,00;0,00;0,00;0,00;98,63;98,63;98,63;241.477,20 €
B3-0-I;2;2;B3;3;1;0;Central;Piscina;Norte;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;64,68;10,72;75,40;5,36;134,80;97,10;64,76;70,00;64,76;0,4599%;68,35;0,00;68,35;68,35;0,00;68,35;0,00;9,69;0,00;0,00;9,69;4,85;73,20;73,20;73,20;173.756,26 €
B3-1-A;2;2;B3;3;1;1;Central;Piscina;Norte;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;0,00;9,27;9,27;4,64;68,67;64,04;64,04;70,00;64,04;0,4548%;68,75;0,00;68,75;68,75;0,00;68,75;0,00;5,46;0,00;0,00;5,46;2,73;71,48;71,48;71,48;171.824,44 €
B3-1-B;2;2;B3;3;1;1;Central;Piscina;Norte;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;0,00;9,27;9,27;4,64;68,67;64,04;64,04;70,00;64,04;0,4548%;68,75;0,00;68,75;68,75;0,00;68,75;0,00;5,46;0,00;0,00;5,46;2,73;71,48;71,48;71,48;171.824,44 €
B3-1-C;3;2;B3;3;1;1;Esquina;Campo de Golf;Oeste;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;21,97;7,12;29,09;3,56;97,09;82,55;71,56;90,00;71,56;0,5082%;77,97;0,00;77,97;77,97;0,00;77,97;0,00;4,44;0,00;0,00;4,44;2,22;80,19;80,19;80,19;192.001,20 €
B3-1-D;3;2;B3;3;1;1;Esquina;Campo de Golf;Sur;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;21,97;7,12;29,09;3,56;97,09;82,55;71,56;90,00;71,56;0,5082%;77,97;0,00;77,97;77,97;0,00;77,97;0,00;4,44;0,00;0,00;4,44;2,22;80,19;80,19;80,19;192.001,20 €
B3-1-E;3;2;B3;3;1;1;Central;Campo de Golf;Sur;0,00;2,31;0,00;0,00;25,96;0,00;15,57;8,11;8,11;0,00;3,79;2,52;66,37;0,00;0,00;11,06;11,06;5,53;77,43;71,90;71,90;90,00;71,90;0,5106%;75,63;0,00;75,63;75,63;0,00;75,63;0,00;6,60;0,00;0,00;6,60;3,30;78,93;78,93;78,93;192.913,45 €
B3-1-F;3;2;B3;3;1;1;Central;Campo de Golf;Sur;3,81;2,48;0,00;0,00;26,64;0,00;12,52;8,26;8,26;0,00;4,55;4,80;71,32;0,00;0,00;9,59;9,59;4,80;80,91;76,12;76,12;90,00;76,12;0,5406%;82,61;0,00;82,61;82,61;0,00;82,61;0,00;5,58;0,00;0,00;5,58;2,79;85,40;85,40;85,40;204.236,05 €
B3-1-G;3;2;B3;3;1;1;Central;Campo de Golf;Sur;3,81;2,48;0,00;0,00;26,64;0,00;12,52;8,26;8,26;0,00;4,55;4,80;71,32;0,00;0,00;9,59;9,59;4,80;80,91;76,12;76,12;90,00;76,12;0,5406%;82,15;0,00;82,15;82,15;0,00;82,15;0,00;5,58;0,00;0,00;5,58;2,79;84,94;84,94;84,94;204.236,05 €
B3-1-H;3;2;B3;3;1;1;Esquina;Campo de Golf;Sur;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;21,97;7,12;29,09;3,56;97,09;82,55;71,56;90,00;71,56;0,5082%;78,02;0,00;78,02;78,02;0,00;78,02;0,00;4,44;0,00;0,00;4,44;2,22;80,24;80,24;80,24;192.001,20 €
B3-1-I;3;2;B3;3;1;1;Esquina;Campo de Golf;Este;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;21,97;7,12;29,09;3,56;97,09;82,55;71,56;90,00;71,56;0,5082%;78,18;0,00;78,18;78,18;0,00;78,18;0,00;4,44;0,00;0,00;4,44;2,22;80,40;80,40;80,40;192.001,20 €
B3-1-J;2;2;B3;3;1;1;Central;Piscina;Norte;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;0,00;9,27;9,27;4,64;68,67;64,04;64,04;70,00;64,04;0,4548%;68,35;0,00;68,35;68,35;0,00;68,35;0,00;5,25;0,00;0,00;5,25;2,63;70,98;70,98;70,98;171.824,44 €
B3-2-A;2;2;B3;3;1;2;Central;Piscina;Norte;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;0,00;9,27;9,27;4,64;68,67;64,04;64,04;70,00;64,04;0,4548%;68,75;0,00;68,75;68,75;0,00;68,75;0,00;5,46;0,00;0,00;5,46;2,73;71,48;71,48;71,48;171.824,44 €
B3-2-B;2;2;B3;3;1;2;Central;Piscina;Norte;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;0,00;9,27;9,27;4,64;68,67;64,04;64,04;70,00;64,04;0,4548%;68,75;0,00;68,75;68,75;0,00;68,75;0,00;5,46;0,00;0,00;5,46;2,73;71,48;71,48;71,48;171.824,44 €
B3-2-C;3;2;B3;3;1;2;Esquina;Campo de Golf;Oeste;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;0,00;7,12;7,12;3,56;75,12;71,56;71,56;90,00;71,56;0,5082%;77,97;0,00;77,97;77,97;0,00;77,97;0,00;4,44;0,00;0,00;4,44;2,22;80,19;80,19;80,19;192.001,20 €
B3-2-D;3;2;B3;3;1;2;Esquina;Campo de Golf;Sur;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;0,00;7,12;7,12;3,56;75,12;71,56;71,56;90,00;71,56;0,5082%;77,97;0,00;77,97;77,97;0,00;77,97;0,00;4,44;0,00;0,00;4,44;2,22;80,19;80,19;80,19;192.001,20 €
B3-2-E;3;2;B3;3;1;2;Central;Campo de Golf;Sur;0,00;2,31;0,00;0,00;25,96;0,00;15,57;8,11;8,11;0,00;3,79;2,52;66,37;0,00;0,00;11,06;11,06;5,53;77,43;71,90;71,90;90,00;71,90;0,5106%;75,63;0,00;75,63;75,63;0,00;75,63;0,00;6,60;0,00;0,00;6,60;3,30;78,93;78,93;78,93;192.913,45 €
B3-2-F;3;2;B3;3;1;2;Central;Campo de Golf;Sur;3,81;2,48;0,00;0,00;26,64;0,00;12,52;8,26;8,26;0,00;4,55;4,80;71,32;0,00;0,00;9,59;9,59;4,80;80,91;76,12;76,12;90,00;76,12;0,5406%;82,61;0,00;82,61;82,61;0,00;82,61;0,00;5,58;0,00;0,00;5,58;2,79;85,40;85,40;85,40;204.236,05 €
B3-2-G;3;2;B3;3;1;2;Central;Campo de Golf;Sur;3,81;2,48;0,00;0,00;26,64;0,00;12,52;8,26;8,26;0,00;4,55;4,80;71,32;0,00;0,00;9,59;9,59;4,80;80,91;76,12;76,12;90,00;76,12;0,5406%;82,15;0,00;82,15;82,15;0,00;82,15;0,00;0,00;0,00;0,00;0,00;0,00;82,15;82,15;82,15;204.236,05 €
B3-2-H;3;2;B3;3;1;2;Esquina;Campo de Golf;Sur;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;0,00;7,12;7,12;3,56;75,12;71,56;71,56;90,00;71,56;0,5082%;78,02;0,00;78,02;78,02;0,00;78,02;0,00;0,00;0,00;0,00;0,00;0,00;78,02;78,02;78,02;192.001,20 €
B3-2-I;3;2;B3;3;1;2;Esquina;Campo de Golf;Este;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;0,00;7,12;7,12;3,56;75,12;71,56;71,56;90,00;71,56;0,5082%;78,18;0,00;78,18;78,18;0,00;78,18;0,00;0,00;0,00;0,00;0,00;0,00;78,18;78,18;78,18;192.001,20 €
B3-2-J;2;2;B3;3;1;2;Central;Piscina;Norte;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;0,00;9,27;9,27;4,64;68,67;64,04;64,04;70,00;64,04;0,4548%;68,35;0,00;68,35;68,35;0,00;68,35;0,00;0,00;0,00;0,00;0,00;0,00;68,35;68,35;68,35;171.824,44 €
B3-3-A;2;2;B3;3;1;3;Central;Piscina;Norte;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;0,00;9,27;9,27;4,64;68,67;64,04;64,04;70,00;64,04;0,4548%;68,75;0,00;68,75;68,75;0,00;68,75;0,00;0,00;0,00;0,00;0,00;0,00;68,75;68,75;68,75;171.824,44 €
B3-3-B;2;2;B3;3;1;3;Central;Piscina;Norte;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;0,00;9,27;9,27;4,64;68,67;64,04;64,04;70,00;64,04;0,4548%;68,75;0,00;68,75;68,75;0,00;68,75;0,00;0,00;0,00;0,00;0,00;0,00;68,75;68,75;68,75;171.824,44 €
B3-3-C;3;2;B3;3;1;3;Esquina;Campo de Golf;Oeste;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;7,13;0,00;7,13;0,00;75,13;71,57;68,00;90,00;68,00;0,4829%;77,97;0,00;77,97;77,97;0,00;77,97;0,00;0,00;0,00;0,00;0,00;0,00;77,97;77,97;77,97;182.449,44 €
B3-3-D;3;2;B3;3;1;3;Esquina;Campo de Golf;Sur;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;7,12;0,00;7,12;0,00;75,12;71,56;68,00;90,00;68,00;0,4829%;77,97;0,00;77,97;77,97;0,00;77,97;0,00;0,00;0,00;0,00;0,00;0,00;77,97;77,97;77,97;182.449,44 €
B3-3-E;3;2;B3;3;1;3;Central;Campo de Golf;Sur;0,00;2,31;0,00;0,00;25,96;0,00;15,57;8,11;8,11;0,00;3,79;2,52;66,37;0,00;0,00;11,06;11,06;5,53;77,43;71,90;71,90;90,00;71,90;0,5106%;75,63;0,00;75,63;75,63;0,00;75,63;0,00;0,00;0,00;0,00;0,00;0,00;75,63;75,63;75,63;192.913,45 €
B3-3-F;3;2;B3;3;1;3;Central;Campo de Golf;Sur;3,81;2,48;0,00;0,00;26,64;0,00;12,52;8,26;8,26;0,00;4,55;4,80;71,32;0,00;0,00;9,58;9,58;4,79;80,90;76,11;76,11;90,00;76,11;0,5405%;82,61;0,00;82,61;82,61;0,00;82,61;0,00;0,00;0,00;0,00;0,00;0,00;82,61;82,61;82,61;204.209,22 €
B3-3-G;3;2;B3;3;1;3;Central;Campo de Golf;Sur;3,81;2,48;0,00;0,00;26,64;0,00;12,52;8,26;8,26;0,00;4,55;4,80;71,32;0,00;0,00;9,58;9,58;4,79;80,90;76,11;76,11;90,00;76,11;0,5405%;82,15;0,00;82,15;82,15;0,00;82,15;0,00;0,00;0,00;0,00;0,00;0,00;82,15;82,15;82,15;204.209,22 €
B3-3-H;3;2;B3;3;1;3;Esquina;Campo de Golf;Sur;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;7,12;0,00;7,12;0,00;75,12;71,56;68,00;90,00;68,00;0,4829%;78,02;0,00;78,02;78,02;0,00;78,02;0,00;0,00;0,00;0,00;0,00;0,00;78,02;78,02;78,02;182.449,44 €
B3-3-I;3;2;B3;3;1;3;Esquina;Campo de Golf;Este;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;7,12;0,00;7,12;0,00;75,12;71,56;68,00;90,00;68,00;0,4829%;78,18;0,00;78,18;78,18;0,00;78,18;0,00;0,00;0,00;0,00;0,00;0,00;78,18;78,18;78,18;182.449,44 €
B3-3-J;2;2;B3;3;1;3;Central;Piscina;Norte;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;9,27;9,27;18,54;4,64;77,94;68,67;64,04;70,00;64,04;0,4548%;68,35;0,00;68,35;68,35;0,00;68,35;0,00;0,00;0,00;0,00;0,00;0,00;68,35;68,35;68,35;171.824,44 €
B3-4-A;4;2;B3;3;1;4;Ático Esquina;Campo de Golf;Sur;2,45;4,22;0,00;0,00;33,88;0,00;14,95;8,36;8,54;8,86;5,25;3,16;89,67;0,00;223,71;0,00;223,71;0,00;313,38;201,53;89,67;90,00;89,67;0,6368%;104,49;0,00;104,49;104,49;0,00;104,49;0,00;0,00;0,00;0,00;0,00;0,00;104,49;104,49;104,49;240.591,78 €
B3-4-B;3;2;B3;3;1;4;Ático Central;Campo de Golf;Sur;4,56;2,93;0,00;0,00;32,39;0,00;13,72;8,59;8,10;0,00;5,73;5,33;81,35;0,00;58,38;0,00;58,38;0,00;139,73;110,54;81,35;90,00;81,35;0,5777%;94,83;0,00;94,83;94,83;0,00;94,83;0,00;0,00;0,00;0,00;0,00;0,00;94,83;94,83;94,83;218.268,56 €
B3-4-C;4;2;B3;3;1;4;Ático Esquina;Campo de Golf;Este;0,00;4,30;0,00;0,00;32,58;0,00;12,54;9,25;9,07;9,28;4,77;6,29;88,08;0,00;212,38;0,00;212,38;0,00;300,46;194,27;88,08;90,00;88,08;0,6255%;102,62;0,00;102,62;102,62;0,00;102,62;0,00;0,00;0,00;0,00;0,00;0,00;102,62;102,62;102,62;236.325,69 €
B4-0-A;2;2;B4;4;1;0;Central;Zona Verde Pública;NorEste;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;64,87;10,72;75,59;5,36;134,99;97,20;64,76;70,00;64,76;0,4599%;68,75;0,00;68,75;68,75;0,00;68,75;0,00;0,00;0,00;0,00;0,00;0,00;68,75;68,75;68,75;173.756,26 €
B4-0-B;3;2;B4;4;1;0;Esquina;Zona Verde Pública;NorOeste;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;116,83;8,66;125,49;4,33;193,49;130,75;72,33;90,00;72,33;0,5137%;77,97;0,00;77,97;77,97;0,00;77,97;0,00;0,00;0,00;0,00;0,00;0,00;77,97;77,97;77,97;194.067,18 €
B4-0-C;3;2;B4;4;1;0;Esquina;Campo de Golf;SurOeste;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;126,06;8,66;134,72;4,33;202,72;135,36;72,33;90,00;72,33;0,5137%;77,97;0,00;77,97;77,97;0,00;77,97;0,00;0,00;0,00;0,00;0,00;0,00;77,97;77,97;77,97;194.067,18 €
B4-0-D;3;2;B4;4;1;0;Central;Campo de Golf;SurOeste;0,00;2,31;0,00;0,00;25,96;0,00;15,57;8,11;8,11;0,00;3,79;2,52;66,37;0,00;65,30;13,43;78,73;6,64;145,10;105,74;73,01;90,00;73,01;0,5185%;75,63;0,00;75,63;75,63;0,00;75,63;0,00;0,00;0,00;0,00;0,00;0,00;75,63;75,63;75,63;195.891,67 €
B4-0-E;3;2;B4;4;1;0;Central;Campo de Golf;SurOeste;3,81;2,48;0,00;0,00;26,64;0,00;12,52;8,26;8,26;0,00;4,55;4,80;71,32;0,00;96,30;11,17;107,47;5,59;178,79;125,06;76,91;90,00;76,91;0,5462%;82,61;0,00;82,61;82,61;0,00;82,61;0,00;0,00;0,00;0,00;0,00;0,00;82,61;82,61;82,61;206.355,68 €
B4-0-F;3;2;B4;4;1;0;Central;Campo de Golf;SurOeste;3,81;2,48;0,00;0,00;26,64;0,00;12,52;8,26;8,26;0,00;4,55;4,80;71,32;0,00;96,35;11,17;107,52;5,59;178,84;125,08;76,91;90,00;76,91;0,5462%;82,61;0,00;82,61;82,61;0,00;82,61;0,00;0,00;0,00;0,00;0,00;0,00;82,61;82,61;82,61;206.355,68 €
B4-0-G;3;2;B4;4;1;0;Central;Campo de Golf;SurOeste;0,00;2,31;0,00;0,00;25,96;0,00;15,57;8,11;8,11;0,00;3,79;2,52;66,37;0,00;65,28;13,43;78,71;6,64;145,08;105,73;73,01;90,00;73,01;0,5185%;75,63;0,00;75,63;75,63;0,00;75,63;0,00;0,00;0,00;0,00;0,00;0,00;75,63;75,63;75,63;195.891,67 €
B4-0-H;4;2;B4;4;1;0;Esquina;Campo de Golf;SurOeste;0,00;4,42;0,00;0,00;32,66;0,00;14,65;10,36;8,03;8,03;4,51;3,11;85,77;0,00;112,35;11,09;123,44;5,55;209,21;147,49;91,32;90,00;90,00;0,6391%;98,42;0,00;98,42;98,42;0,00;98,42;0,00;0,00;0,00;0,00;0,00;0,00;98,42;98,42;98,42;241.477,20 €
B4-0-I;4;2;B4;4;1;0;Esquina;Piscina;SurEste;0,00;4,42;0,00;0,00;32,66;0,00;14,65;10,36;8,03;8,03;4,51;3,11;85,77;0,00;105,15;11,09;116,24;5,55;202,01;143,89;91,32;90,00;90,00;0,6391%;98,42;0,00;98,42;98,42;0,00;98,42;0,00;0,00;0,00;0,00;0,00;0,00;98,42;98,42;98,42;241.477,20 €
B4-0-J;2;2;B4;4;1;0;Central;Zona Verde Pública;NorEste;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;65,89;10,80;76,69;5,40;136,09;97,75;64,80;70,00;64,80;0,4602%;68,75;0,00;68,75;68,75;0,00;68,75;0,00;0,00;0,00;0,00;0,00;0,00;68,75;68,75;68,75;173.863,58 €
B4-0-K;2;2;B4;4;1;0;Central;Zona Verde Pública;NorEste;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;65,32;10,58;75,90;5,29;135,30;97,35;64,69;70,00;64,69;0,4594%;68,75;0,00;68,75;68,75;0,00;68,75;0,00;0,00;0,00;0,00;0,00;0,00;68,75;68,75;68,75;173.568,45 €
B4-1-A;2;2;B4;4;1;1;Central;Zona Verde Pública;NorEste;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;0,00;9,27;9,27;4,64;68,67;64,04;64,04;70,00;64,04;0,4548%;68,75;0,00;68,75;68,75;0,00;68,75;0,00;0,00;0,00;0,00;0,00;0,00;68,75;68,75;68,75;171.824,44 €
B4-1-B;2;2;B4;4;1;1;Central;Zona Verde Pública;NorEste;0,00;1,81;0,00;0,00;25,06;0,00;13,35;9,84;0,00;0,00;4,45;4,89;59,40;0,00;0,00;9,27;9,27;4,64;68,67;64,04;64,04;70,00;64,04;0,4548%;68,75;0,00;68,75;68,75;0,00;68,75;0,00;0,00;0,00;0,00;0,00;0,00;68,75;68,75;68,75;171.824,44 €
B4-1-C;3;2;B4;4;1;1;Esquina;Zona Verde Pública;NorOeste;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;0,00;7,12;7,12;3,56;75,12;71,56;71,56;90,00;71,56;0,5082%;77,97;0,00;77,97;77,97;0,00;77,97;0,00;0,00;0,00;0,00;0,00;0,00;77,97;77,97;77,97;192.001,20 €
B4-1-D;3;2;B4;4;1;1;Esquina;Campo de Golf;SurOeste;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;0,00;7,12;7,12;3,56;75,12;71,56;71,56;90,00;71,56;0,5082%;77,97;0,00;77,97;77,97;0,00;77,97;0,00;0,00;0,00;0,00;0,00;0,00;77,97;77,97;77,97;192.001,20 €
B4-1-E;3;2;B4;4;1;1;Central;Campo de Golf;SurOeste;0,00;2,31;0,00;0,00;25,96;0,00;15,57;8,11;8,11;0,00;3,79;2,52;66,37;0,00;0,00;11,03;11,03;5,52;77,40;71,89;71,89;90,00;71,89;0,5105%;75,63;0,00;75,63;75,63;0,00;75,63;0,00;0,00;0,00;0,00;0,00;0,00;75,63;75,63;75,63;192.886,62 €
B4-1-F;3;2;B4;4;1;1;Central;Campo de Golf;SurOeste;3,81;2,48;0,00;0,00;26,64;0,00;12,52;8,26;8,26;0,00;4,55;4,80;71,32;0,00;0,00;9,58;9,58;4,79;80,90;76,11;76,11;90,00;76,11;0,5405%;82,61;0,00;82,61;82,61;0,00;82,61;0,00;0,00;0,00;0,00;0,00;0,00;82,61;82,61;82,61;204.209,22 €
B4-1-G;3;2;B4;4;1;1;Central;Campo de Golf;SurOeste;3,81;2,48;0,00;0,00;26,64;0,00;12,52;8,26;8,26;0,00;4,55;4,80;71,32;0,00;0,00;9,58;9,58;4,79;80,90;76,11;76,11;90,00;76,11;0,5405%;82,61;0,00;82,61;82,61;0,00;82,61;0,00;0,00;0,00;0,00;0,00;0,00;82,61;82,61;82,61;204.209,22 €
B4-1-H;3;2;B4;4;1;1;Central;Campo de Golf;SurOeste;0,00;2,31;0,00;0,00;25,96;0,00;15,57;8,11;8,11;0,00;3,79;2,52;66,37;0,00;0,00;11,03;11,03;5,52;77,40;71,89;71,89;90,00;71,89;0,5105%;75,63;0,00;75,63;75,63;0,00;75,63;0,00;0,00;0,00;0,00;0,00;0,00;75,63;75,63;75,63;192.886,62 €
B4-1-I;3;2;B4;4;1;1;Esquina;Campo de Golf;SurOeste;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;21,97;7,12;29,09;3,56;97,09;82,55;71,56;90,00;71,56;0,5082%;77,97;0,00;77,97;77,97;0,00;77,97;0,00;0,00;0,00;0,00;0,00;0,00;77,97;77,97;77,97;192.001,20 €
B4-1-J;3;2;B4;4;1;1;Esquina;Piscina;SurEste;0,00;3,34;0,00;0,00;25,36;0,00;12,82;9,19;9,07;0,00;3,75;4,47;68,00;0,00;21,97;7,12;29,09;3,56;97,09;82,55;71,56;90,00;71,56;0,5082%;77,97;0,00;77,97;77,97;0,00;77,97;0,00;0,00;0,00;0,00;0,00;0,00;77,97;77,97;77,97;192.001,20 €
